match_id,home,away,home_score,away_score,market,line,side,avg_odds,n_bookies
6LTndcTP,PSG,Inter,5,5,1x2,0,home,2.14,1
6LTndcTP,PSG,Inter,5,5,1x2,0,draw,3.7,1
6LTndcTP,PSG,Inter,5,5,1x2,0,away,3.75,1
6LTndcTP,PSG,Inter,5,5,ou,0.50,over,1.06,1
6LTndcTP,PSG,Inter,5,5,ou,0.50,under,15.0,1
6LTndcTP,PSG,Inter,5,5,ou,1.50,over,1.26,1
6LTndcTP,PSG,Inter,5,5,ou,1.50,under,4.7,1
6LTndcTP,PSG,Inter,5,5,ou,2.50,over,1.83,1
6LTndcTP,PSG,Inter,5,5,ou,2.50,under,2.2,1
6LTndcTP,PSG,Inter,5,5,ou,3.50,over,3.05,1
6LTndcTP,PSG,Inter,5,5,ou,3.50,under,1.48,1
6LTndcTP,PSG,Inter,5,5,ou,4.50,over,6.0,1
6LTndcTP,PSG,Inter,5,5,ou,4.50,under,1.19,1
6LTndcTP,PSG,Inter,5,5,ou,5.50,over,14.0,1
6LTndcTP,PSG,Inter,5,5,ou,5.50,under,1.07,1
6LTndcTP,PSG,Inter,5,5,ou,6.50,over,36.0,1
6LTndcTP,PSG,Inter,5,5,ou,6.50,under,1.02,1
6LTndcTP,PSG,Inter,5,5,hc,0,home,1.56,1
6LTndcTP,PSG,Inter,5,5,hc,0,away,2.75,1
6LTndcTP,PSG,Inter,5,5,hc,0.50,home,1.35,1
6LTndcTP,PSG,Inter,5,5,hc,0.50,away,3.75,1
6LTndcTP,PSG,Inter,5,5,hc,-0.50,home,2.14,1
6LTndcTP,PSG,Inter,5,5,hc,-0.50,away,1.86,1
6LTndcTP,PSG,Inter,5,5,hc,0.75,home,1.25,1
6LTndcTP,PSG,Inter,5,5,hc,0.75,away,4.86,1
6LTndcTP,PSG,Inter,5,5,hc,-0.75,home,2.48,1
6LTndcTP,PSG,Inter,5,5,hc,-0.75,away,1.65,1
6LTndcTP,PSG,Inter,5,5,hc,1.00,home,1.14,1
6LTndcTP,PSG,Inter,5,5,hc,1.00,away,7.45,1
6LTndcTP,PSG,Inter,5,5,hc,-1.00,home,3.13,1
6LTndcTP,PSG,Inter,5,5,hc,-1.00,away,1.45,1
6LTndcTP,PSG,Inter,5,5,hc,1.25,home,1.13,1
6LTndcTP,PSG,Inter,5,5,hc,1.25,away,8.12,1
6LTndcTP,PSG,Inter,5,5,hc,-1.25,home,3.56,1
6LTndcTP,PSG,Inter,5,5,hc,-1.25,away,1.37,1
6LTndcTP,PSG,Inter,5,5,hc,1.50,home,1.11,1
6LTndcTP,PSG,Inter,5,5,hc,1.50,away,8.8,1
6LTndcTP,PSG,Inter,5,5,hc,-1.50,home,4.0,1
6LTndcTP,PSG,Inter,5,5,hc,-1.50,away,1.31,1
6LTndcTP,PSG,Inter,5,5,hc,1.75,home,1.07,1
6LTndcTP,PSG,Inter,5,5,hc,1.75,away,12.78,1
6LTndcTP,PSG,Inter,5,5,hc,-1.75,home,5.29,1
6LTndcTP,PSG,Inter,5,5,hc,-1.75,away,1.22,1
6LTndcTP,PSG,Inter,5,5,hc,2.00,home,1.03,1
6LTndcTP,PSG,Inter,5,5,hc,2.00,away,24.14,1
6LTndcTP,PSG,Inter,5,5,hc,-2.00,home,8.5,1
