match_id,home,away,home_score,away_score,market,line,side,avg_odds,n_bookies
MNnFtocn,Charlton,Leyton Orient,1,1,1x2,0,home,2.32,1
MNnFtocn,Charlton,Leyton Orient,1,1,1x2,0,draw,3.2,1
MNnFtocn,Charlton,Leyton Orient,1,1,1x2,0,away,3.85,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,0.50,over,1.11,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,0.50,under,9.2,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,1.50,over,1.47,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,1.50,under,3.05,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,2.50,over,2.44,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,2.50,under,1.67,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,3.50,over,4.8,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,3.50,under,1.25,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,4.50,over,12.0,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,4.50,under,1.08,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,5.50,over,34.0,1
MNnFtocn,Charlton,Leyton Orient,1,1,ou,5.50,under,1.02,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0,home,1.6,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0,away,2.64,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.50,home,1.34,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.50,away,3.85,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.50,home,2.32,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.50,away,1.74,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.75,home,1.23,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.75,away,5.17,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.75,home,2.81,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.75,away,1.53,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.00,home,1.11,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.00,away,8.77,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.00,home,3.88,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.00,away,1.32,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.25,home,1.1,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.25,away,9.63,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.25,home,4.47,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.25,away,1.26,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.50,home,1.09,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.50,away,10.5,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.50,home,5.06,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.50,away,1.22,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.75,home,1.06,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,1.75,away,15.51,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.75,home,6.75,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-1.75,away,1.15,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.00,home,1.02,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.00,away,31.76,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.00,home,10.63,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.00,away,1.08,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.25,home,1.02,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.25,away,32.88,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.25,home,11.31,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.25,away,1.07,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.50,home,1.02,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.50,away,34.0,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.50,home,12.0,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.50,away,1.07,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,2.75,away,44.58,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.75,home,18.55,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-2.75,away,1.04,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-3.00,home,44.44,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-3.25,home,45.46,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-3.50,home,46.48,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.25,home,1.44,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,0.25,away,3.24,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.25,home,1.96,1
MNnFtocn,Charlton,Leyton Orient,1,1,hc,-0.25,away,2.02,1
MNnFtocn,Charlton,Leyton Orient,1,1,dc,0,home/draw,1.34,1
MNnFtocn,Charlton,Leyton Orient,1,1,dc,0,home/away,1.44,1
MNnFtocn,Charlton,Leyton Orient,1,1,dc,0,draw/away,1.74,1
GCz5gNYa,Charlton,Wycombe,1,1,1x2,0,home,2.4,1
GCz5gNYa,Charlton,Wycombe,1,1,1x2,0,draw,3.15,1
GCz5gNYa,Charlton,Wycombe,1,1,1x2,0,away,3.6,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,0.50,over,1.12,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,0.50,under,8.4,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,1.50,over,1.55,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,1.50,under,2.78,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,2.50,over,2.7,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,2.50,under,1.57,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,3.50,over,5.5,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,3.50,under,1.21,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,4.50,over,14.0,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,4.50,under,1.07,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,5.50,over,38.0,1
GCz5gNYa,Charlton,Wycombe,1,1,ou,5.50,under,1.02,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0,home,1.66,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0,away,2.47,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0.50,home,1.37,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0.50,away,3.6,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,-0.50,home,2.41,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,-0.50,away,1.7,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0.75,home,1.25,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,0.75,away,4.76,1
GCz5gNYa,Charlton,Wycombe,1,1,hc,-0.75,home,2.95,1
