match_id,home,away,home_score,away_score,market,line,side,period,avg_odds,n_bookies
thPCUuEb,Antwerp,Charleroi,1,1,1x2,0,home,ft,2.42,1
thPCUuEb,Antwerp,Charleroi,1,1,1x2,0,draw,ft,3.55,1
thPCUuEb,Antwerp,Charleroi,1,1,1x2,0,away,ft,3.2,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,0.50,over,ft,1.06,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,0.50,under,ft,16.0,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,1.50,over,ft,1.29,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,1.50,under,ft,4.2,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,2.50,over,ft,1.92,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,2.50,under,ft,2.06,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,3.50,over,ft,3.25,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,3.50,under,ft,1.42,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,4.50,over,ft,6.8,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,4.50,under,ft,1.16,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,5.50,over,ft,15.0,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,5.50,under,ft,1.06,1
thPCUuEb,Antwerp,Charleroi,1,1,ou,6.50,over,ft,34.0,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0,home,ft,1.75,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0,away,ft,2.31,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0.50,home,ft,1.44,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0.50,away,ft,3.2,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-0.50,home,ft,2.42,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-0.50,away,ft,1.69,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0.75,home,ft,1.31,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,0.75,away,ft,4.07,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-0.75,home,ft,2.91,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-0.75,away,ft,1.5,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,1.00,home,ft,1.18,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,1.00,away,ft,6.08,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-1.00,home,ft,3.92,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-1.00,away,ft,1.32,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,1.25,home,ft,1.15,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,1.25,away,ft,6.74,1
thPCUuEb,Antwerp,Charleroi,1,1,hc,-1.25,home,ft,4.44,1
