match_id,home,away,home_score,away_score,market,line,side,period,avg_odds,n_bookies
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,1x2,0,home,ft,2.615,6
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,1x2,0,draw,ft,13.147,6
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,1x2,0,away,ft,1.553,6
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,166.50,over,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,166.50,under,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,167.50,over,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,167.50,under,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,168.50,over,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,ou,168.50,under,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,3.50,home,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,3.50,away,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,4.50,home,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,4.50,away,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,5.50,home,ft,1.85,1
UcJz8pIs,Valmiera Glass Via,Rigas Zelli,68,68,hc,5.50,away,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,1x2,0,home,ft,3.372,6
6FQZ8nRj,Ventspils,VEF Riga,91,91,1x2,0,draw,ft,14.637,6
6FQZ8nRj,Ventspils,VEF Riga,91,91,1x2,0,away,ft,1.36,6
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,171.50,over,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,171.50,under,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,172.50,over,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,172.50,under,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,173.50,over,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,173.50,under,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,174.50,over,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,ou,174.50,under,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,hc,6.50,home,ft,1.85,1
6FQZ8nRj,Ventspils,VEF Riga,91,91,hc,6.50,away,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,home,ft,1.3,6
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,draw,ft,15.355,6
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,away,ft,3.735,6
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,ou,170.50,over,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,ou,170.50,under,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,hc,-7.50,home,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,hc,-7.50,away,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,hc,-8.50,home,ft,1.85,1
th5xT7IM,Rigas Zelli,Valmiera Glass Via,83,83,hc,-8.50,away,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,1x2,0,home,ft,1.15,6
CE81RfsI,VEF Riga,Ventspils,89,89,1x2,0,draw,ft,17.167,6
CE81RfsI,VEF Riga,Ventspils,89,89,1x2,0,away,ft,5.793,6
CE81RfsI,VEF Riga,Ventspils,89,89,ou,173.50,over,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,ou,173.50,under,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,ou,174.50,over,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,ou,174.50,under,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,ou,175.50,over,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,ou,175.50,under,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,hc,-10.50,home,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,hc,-10.50,away,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,hc,-11.50,home,ft,1.85,1
CE81RfsI,VEF Riga,Ventspils,89,89,hc,-11.50,away,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,1x2,0,home,ft,2.455,6
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,1x2,0,draw,ft,12.88,6
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,1x2,0,away,ft,1.62,6
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,ou,172.50,over,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,ou,172.50,under,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,ou,173.50,over,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,ou,173.50,under,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,hc,3.50,home,ft,1.85,1
fy7UUTmA,Valmiera Glass Via,Rigas Zelli,79,79,hc,3.50,away,ft,1.85,1
v1AgTGC5,Ventspils,VEF Riga,106,106,1x2,0,home,ft,2.955,6
v1AgTGC5,Ventspils,VEF Riga,106,106,1x2,0,draw,ft,13.63,6
v1AgTGC5,Ventspils,VEF Riga,106,106,1x2,0,away,ft,1.455,6
v1AgTGC5,Ventspils,VEF Riga,106,106,ou,170.50,over,ft,1.85,1
v1AgTGC5,Ventspils,VEF Riga,106,106,ou,170.50,under,ft,1.85,1
v1AgTGC5,Ventspils,VEF Riga,106,106,hc,5.50,home,ft,1.85,1
v1AgTGC5,Ventspils,VEF Riga,106,106,hc,5.50,away,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,home,ft,1.282,6
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,draw,ft,15.188,6
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,1x2,0,away,ft,3.903,6
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,ou,171.50,over,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,ou,171.50,under,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-7.50,home,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-7.50,away,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-8.50,home,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-8.50,away,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-9.50,home,ft,1.85,1
YLILWkJc,Rigas Zelli,Valmiera Glass Via,83,83,hc,-9.50,away,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,1x2,0,home,ft,1.162,6
p2HpVxrg,VEF Riga,Ventspils,91,91,1x2,0,draw,ft,18.793,6
p2HpVxrg,VEF Riga,Ventspils,91,91,1x2,0,away,ft,5.455,6
p2HpVxrg,VEF Riga,Ventspils,91,91,ou,170.50,over,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,ou,170.50,under,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,ou,171.50,over,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,ou,171.50,under,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,hc,-10.50,home,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,hc,-10.50,away,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,hc,-9.50,home,ft,1.85,1
p2HpVxrg,VEF Riga,Ventspils,91,91,hc,-9.50,away,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,1x2,0,home,ft,1.518,5
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,1x2,0,draw,ft,13.146,5
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,1x2,0,away,ft,2.698,5
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,173.50,over,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,173.50,under,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,174.50,over,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,174.50,under,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,175.50,over,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,ou,175.50,under,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,hc,-4.50,home,ft,1.85,1
IkIoy5ZA,Rigas Zelli,Ventspils,84,84,hc,-4.50,away,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,1x2,0,home,ft,3.554,5
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,1x2,0,draw,ft,15.304,5
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,1x2,0,away,ft,1.328,5
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,163.50,over,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,163.50,under,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,164.50,over,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,164.50,under,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,165.50,over,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,ou,165.50,under,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,hc,7.50,home,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,hc,7.50,away,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,hc,8.50,home,ft,1.85,1
lCN4KmtQ,Valmiera Glass Via,VEF Riga,84,84,hc,8.50,away,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,1x2,0,home,ft,2.138,5
pxKwwR4b,Ventspils,Rigas Zelli,97,97,1x2,0,draw,ft,14.21,5
pxKwwR4b,Ventspils,Rigas Zelli,97,97,1x2,0,away,ft,1.768,5
pxKwwR4b,Ventspils,Rigas Zelli,97,97,ou,170.50,over,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,ou,170.50,under,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,ou,171.50,over,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,ou,171.50,under,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,hc,1.50,home,ft,1.85,1
pxKwwR4b,Ventspils,Rigas Zelli,97,97,hc,1.50,away,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,1x2,0,home,ft,1.116,5
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,1x2,0,draw,ft,19.098,5
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,1x2,0,away,ft,6.578,5
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,ou,160.50,over,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,ou,160.50,under,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-12.50,home,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-12.50,away,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-13.50,home,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-13.50,away,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-14.50,home,ft,1.85,1
dl1eAljm,VEF Riga,Valmiera Glass Via,110,110,hc,-14.50,away,ft,1.85,1
lAQUvmzn,Rigas Zelli,Ventspils,95,95,1x2,0,home,ft,1.458,4
lAQUvmzn,Rigas Zelli,Ventspils,95,95,1x2,0,draw,ft,14.5,4
