match_id,home,away,home_score,away_score,market,line,side,period,avg_odds,n_bookies
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,1x2,0,home,ft,3.43,7
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,1x2,0,draw,ft,14.413,7
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,1x2,0,away,ft,1.359,7
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,158.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,158.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,160.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,160.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,161.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,161.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,162.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,162.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,163.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,163.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,165.50,over,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,ou,165.50,under,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,hc,5.50,home,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,hc,5.50,away,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,hc,6.50,home,ft,1.85,1
MsXFLEHU,Zalakeramia,Atomeromu Paks,79,79,hc,6.50,away,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,1x2,0,home,ft,1.72,7
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,1x2,0,draw,ft,12.903,7
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,1x2,0,away,ft,2.273,7
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,153.50,over,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,153.50,under,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,154.50,over,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,154.50,under,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,155.50,over,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,ou,155.50,under,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-1.50,home,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-1.50,away,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-2.50,home,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-2.50,away,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-3.50,home,ft,1.85,1
YBee44NG,Budapesti Honved Se,NKA Pecs,83,83,hc,-3.50,away,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,1x2,0,home,ft,1.054,7
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,1x2,0,draw,ft,22.056,7
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,1x2,0,away,ft,10.137,7
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,151.50,over,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,151.50,under,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,152.50,over,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,152.50,under,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,153.50,over,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,153.50,under,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,154.50,over,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,ou,154.50,under,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-12.50,home,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-12.50,away,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-16.50,home,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-16.50,away,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-17.50,home,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-17.50,away,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-18.50,home,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-18.50,away,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-19.50,home,ft,1.85,1
Uwk42rhT,Szedeak,Kecskemeti TE,68,68,hc,-19.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,1x2,0,home,ft,3.19,7
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,1x2,0,draw,ft,14.343,7
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,1x2,0,away,ft,1.4,7
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,167.50,over,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,167.50,under,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,168.50,over,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,168.50,under,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,169.50,over,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,ou,169.50,under,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,1.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,1.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,-1.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,-1.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,2.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,2.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,-2.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,-2.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,3.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,3.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,4.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,4.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,5.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,5.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,6.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,6.50,away,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,7.50,home,ft,1.85,1
p4fZdMFj,Pecsi VSK,OSE Lions,85,85,hc,7.50,away,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,1x2,0,home,ft,1.151,7
niumGKN0,Szombathely,Szolnoki Olaj,79,79,1x2,0,draw,ft,17.971,7
niumGKN0,Szombathely,Szolnoki Olaj,79,79,1x2,0,away,ft,5.833,7
niumGKN0,Szombathely,Szolnoki Olaj,79,79,ou,167.50,over,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,ou,167.50,under,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,hc,-11.50,home,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,hc,-11.50,away,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,hc,-12.50,home,ft,1.85,1
niumGKN0,Szombathely,Szolnoki Olaj,79,79,hc,-12.50,away,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,1x2,0,home,ft,1.096,7
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,1x2,0,draw,ft,21.66,7
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,1x2,0,away,ft,7.573,7
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,ou,166.50,over,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,ou,166.50,under,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,ou,167.50,over,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,ou,167.50,under,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-12.50,home,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-12.50,away,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-13.50,home,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-13.50,away,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-14.50,home,ft,1.85,1
pn7DWu8s,Atomeromu Paks,Zalakeramia,82,82,hc,-14.50,away,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,1x2,0,home,ft,1.534,7
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,1x2,0,draw,ft,13.91,7
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,1x2,0,away,ft,2.704,7
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,ou,157.50,over,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,ou,157.50,under,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-2.50,home,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-2.50,away,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-3.50,home,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-3.50,away,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-4.50,home,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-4.50,away,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-5.50,home,ft,1.85,1
4W3v8nOi,OSE Lions,Budapesti Honved Se,82,82,hc,-5.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,1x2,0,home,ft,1.039,7
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,1x2,0,draw,ft,24.381,7
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,1x2,0,away,ft,10.907,7
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,154.50,over,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,154.50,under,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,155.50,over,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,155.50,under,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,156.50,over,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,156.50,under,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,157.50,over,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,ou,157.50,under,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-11.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-11.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-12.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-12.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-13.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-13.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-14.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-14.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-15.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-15.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-16.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-16.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-17.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-17.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-6.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-6.50,away,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-7.50,home,ft,1.85,1
bZGhpqWp,NKA Pecs,Kecskemeti TE,90,90,hc,-7.50,away,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,1x2,0,home,ft,1.981,7
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,1x2,0,draw,ft,13.053,7
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,1x2,0,away,ft,1.95,7
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,159.50,over,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,159.50,under,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,160.50,over,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,160.50,under,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,161.50,over,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,161.50,under,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,162.50,over,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,162.50,under,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,163.50,over,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,ou,163.50,under,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,0.50,home,ft,1.9,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,0.50,away,ft,1.8,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,1.50,home,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,1.50,away,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,-1.50,home,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,-1.50,away,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,2.50,home,ft,1.85,1
0bcm6Qh4,Pecsi VSK,Szedeak,108,108,hc,2.50,away,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,1x2,0,home,ft,4.119,7
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,1x2,0,draw,ft,15.597,7
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,1x2,0,away,ft,1.269,7
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,167.50,over,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,167.50,under,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,168.50,over,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,168.50,under,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,169.50,over,ft,1.85,1
lGLsx2pK,Zalakeramia,Atomeromu Paks,79,79,ou,169.50,under,ft,1.85,1
